tx_id,user_id,user_tier,card_number,amount,merchant,merchant_category,region,datetime,date,hour,day_of_week,day_name,is_weekend,time_slot,is_suspected_fraud,fraud_type,fraud_reason
826b8815,user_00417,normal,4532-****-****-6344,36000,요기요,delivery,제주,2026-01-31 15:36:58,2026-01-31,15,5,토,True,afternoon,False,,
825ec8ff,user_00120,premium,4532-****-****-8433,21000,맥도날드,restaurant,경기,2026-01-31 15:40:49,2026-01-31,15,5,토,True,afternoon,False,,
4fbc780b,user_00273,normal,4532-****-****-6147,185000,SSG닷컴,online_shopping,서울,2026-01-31 15:44:31,2026-01-31,15,5,토,True,afternoon,False,,
1a22f6cb,user_00053,normal,4532-****-****-2654,96000,배달의민족,delivery,서울,2026-01-31 15:45:18,2026-01-31,15,5,토,True,afternoon,False,,
d157f51a,user_00131,normal,4532-****-****-7126,28000,본죽,restaurant,서울,2026-01-31 15:45:41,2026-01-31,15,5,토,True,afternoon,False,,
033bf44c,user_00021,normal,4532-****-****-8359,6600,교촌치킨,restaurant,부산,2026-01-31 15:46:29,2026-01-31,15,5,토,True,afternoon,False,,
030057c5,user_00182,normal,4532-****-****-9423,6100,스타벅스,coffee,부산,2026-01-31 15:46:37,2026-01-31,15,5,토,True,afternoon,False,,
78ca9ea2,user_00218,normal,4532-****-****-2235,10000,CU,convenience,광주,2026-01-31 15:47:55,2026-01-31,15,5,토,True,afternoon,False,,
4af1c43c,user_00113,normal,4532-****-****-9797,27000,한신포차,restaurant,부산,2026-01-31 15:50:17,2026-01-31,15,5,토,True,afternoon,False,,
f6875247,user_00006,premium,4532-****-****-2679,25000,버거킹,restaurant,제주,2026-01-31 15:52:50,2026-01-31,15,5,토,True,afternoon,False,,
f53fd57c,user_00407,normal,4532-****-****-6967,80000,트레이더스,supermarket,서울,2026-01-31 15:52:51,2026-01-31,15,5,토,True,afternoon,False,,
47b53a16,user_00483,normal,4532-****-****-8305,33000,배달의민족,delivery,서울,2026-01-31 15:53:06,2026-01-31,15,5,토,True,afternoon,False,,
ec2957c1,user_00363,premium,4532-****-****-7267,3700,빽다방,coffee,경기,2026-01-31 15:55:10,2026-01-31,15,5,토,True,afternoon,False,,
d166e5f4,user_00275,normal,4532-****-****-5351,278000,나이키,fashion,경기,2026-01-31 15:55:16,2026-01-31,15,5,토,True,afternoon,False,,
fc6ff4fa,user_00244,normal,4532-****-****-5861,17000,교촌치킨,restaurant,경기,2026-01-31 15:56:02,2026-01-31,15,5,토,True,afternoon,False,,
c1a7533c,user_00101,normal,4532-****-****-2796,67000,배달의민족,delivery,서울,2026-01-31 15:56:15,2026-01-31,15,5,토,True,afternoon,False,,
89dc0da4,user_00450,normal,4532-****-****-3414,117000,피자헛,restaurant,인천,2026-01-31 15:57:13,2026-01-31,15,5,토,True,afternoon,False,,
7d417168,user_00450,normal,4532-****-****-3414,5300,메가커피,coffee,인천,2026-01-31 15:57:46,2026-01-31,15,5,토,True,afternoon,False,,
f5e04a35,user_00456,normal,4532-****-****-8461,6500,투썸플레이스,coffee,서울,2026-01-31 15:57:52,2026-01-31,15,5,토,True,afternoon,False,,
3dfa8ddd,user_00056,normal,4532-****-****-8428,23000,한신포차,restaurant,대구,2026-01-31 15:58:14,2026-01-31,15,5,토,True,afternoon,False,,
489027e9,user_00316,premium,4532-****-****-9004,420000,아디다스,fashion,인천,2026-01-31 15:58:21,2026-01-31,15,5,토,True,afternoon,False,,
a3f9107c,user_00244,normal,4532-****-****-5861,7300,본죽,restaurant,경기,2026-01-31 15:59:42,2026-01-31,15,5,토,True,afternoon,False,,
a9a63aac,user_00450,normal,4532-****-****-3414,4300,세븐일레븐,convenience,인천,2026-01-31 16:00:13,2026-01-31,16,5,토,True,afternoon,False,,
f1cce7e4,user_00041,premium,4532-****-****-3045,74000,본죽,restaurant,경기,2026-01-31 16:01:46,2026-01-31,16,5,토,True,afternoon,False,,
d8d71d5b,user_00456,normal,4532-****-****-8461,105000,아디다스,fashion,서울,2026-01-31 16:01:51,2026-01-31,16,5,토,True,afternoon,False,,
17d6d00c,user_00059,normal,4532-****-****-7065,1513000,하이마트,electronics,울산,2026-01-31 16:02:23,2026-01-31,16,5,토,True,afternoon,False,,
e64fcecf,user_00115,normal,4532-****-****-6573,28000,CU,convenience,부산,2026-01-31 16:02:36,2026-01-31,16,5,토,True,afternoon,False,,
8b41c104,user_00120,premium,4532-****-****-8433,6500,스타벅스,coffee,경기,2026-01-31 16:02:52,2026-01-31,16,5,토,True,afternoon,False,,
add4ed98,user_00076,premium,4532-****-****-6168,1616000,삼성스토어,electronics,서울,2026-01-31 16:04:01,2026-01-31,16,5,토,True,afternoon,False,,
d37ed8c1,user_00126,premium,4532-****-****-2743,9807000,구찌,luxury,서울,2026-01-31 16:04:13,2026-01-31,16,5,토,True,afternoon,False,,
95f7d928,user_00323,normal,4532-****-****-1058,60000,SSG닷컴,online_shopping,제주,2026-01-31 16:05:17,2026-01-31,16,5,토,True,afternoon,False,,
8dd37007,user_00247,normal,4532-****-****-9883,49000,무신사,online_shopping,서울,2026-01-31 16:06:04,2026-01-31,16,5,토,True,afternoon,False,,
d04200dc,user_00320,normal,4532-****-****-7939,6600,이디야,coffee,서울,2026-01-31 16:06:08,2026-01-31,16,5,토,True,afternoon,False,,
24a32edc,user_00450,normal,4532-****-****-3414,6800,세븐일레븐,convenience,인천,2026-01-31 16:06:17,2026-01-31,16,5,토,True,afternoon,False,,
4b0c535c,user_00180,premium,4532-****-****-6413,16000,GS25,convenience,경기,2026-01-31 16:06:30,2026-01-31,16,5,토,True,afternoon,False,,
1f224a93,user_00360,normal,4532-****-****-5371,7700,GS25,convenience,경기,2026-01-31 16:07:04,2026-01-31,16,5,토,True,afternoon,False,,
b5324999,user_00457,normal,4532-****-****-7790,40000,쿠팡이츠,delivery,경기,2026-01-31 16:07:38,2026-01-31,16,5,토,True,afternoon,False,,
9fd17c63,user_00078,normal,4532-****-****-5386,16000,GS25,convenience,경기,2026-01-31 16:08:06,2026-01-31,16,5,토,True,afternoon,False,,
77c6837d,user_00389,premium,4532-****-****-5349,7900,빽다방,coffee,제주,2026-01-31 16:09:18,2026-01-31,16,5,토,True,afternoon,False,,
ac029539,user_00084,normal,4532-****-****-7482,8100,새마을식당,restaurant,경기,2026-01-31 16:09:19,2026-01-31,16,5,토,True,afternoon,False,,
a729de63,user_00386,normal,4532-****-****-2889,29000,쿠팡이츠,delivery,서울,2026-01-31 16:09:40,2026-01-31,16,5,토,True,afternoon,False,,
e41cb8f7,user_00010,normal,4532-****-****-1520,1600,미니스톱,convenience,제주,2026-01-31 16:10:08,2026-01-31,16,5,토,True,afternoon,False,,
4e237513,user_00192,normal,4532-****-****-7669,4500,세븐일레븐,convenience,경기,2026-01-31 16:10:23,2026-01-31,16,5,토,True,afternoon,False,,
c29cfb50,user_00326,normal,4532-****-****-5291,28000,본죽,restaurant,인천,2026-01-31 16:12:32,2026-01-31,16,5,토,True,afternoon,False,,
47f99061,user_00130,normal,4532-****-****-3504,9400,세븐일레븐,convenience,서울,2026-01-31 16:12:33,2026-01-31,16,5,토,True,afternoon,False,,
5cf2534a,user_00188,premium,4532-****-****-3167,10000,세븐일레븐,convenience,인천,2026-01-31 16:12:35,2026-01-31,16,5,토,True,afternoon,False,,
baa8e5b5,user_00139,normal,4532-****-****-2832,114000,트레이더스,supermarket,경기,2026-01-31 16:14:28,2026-01-31,16,5,토,True,afternoon,False,,
3e961956,user_00117,normal,4532-****-****-5808,6900,스타벅스,coffee,경기,2026-01-31 16:14:52,2026-01-31,16,5,토,True,afternoon,False,,
21cd7c75,user_00161,normal,4532-****-****-7537,27000,요기요,delivery,인천,2026-01-31 16:15:22,2026-01-31,16,5,토,True,afternoon,False,,
fb73bc09,user_00308,normal,4532-****-****-3546,209000,홈플러스,supermarket,경기,2026-01-31 16:17:36,2026-01-31,16,5,토,True,afternoon,False,,
d2c083ca,user_00249,normal,4532-****-****-6138,9300,빽다방,coffee,제주,2026-01-31 16:19:00,2026-01-31,16,5,토,True,afternoon,False,,
77a108b7,user_00091,normal,4532-****-****-5304,13000,스타벅스,coffee,제주,2026-01-31 16:19:14,2026-01-31,16,5,토,True,afternoon,False,,
d2b391ef,user_00430,normal,4532-****-****-5700,16000,CU,convenience,서울,2026-01-31 16:19:27,2026-01-31,16,5,토,True,afternoon,False,,
dee62f5a,user_00050,normal,4532-****-****-5741,21000,버거킹,restaurant,서울,2026-01-31 16:21:10,2026-01-31,16,5,토,True,afternoon,False,,
d3598e12,user_00170,premium,4532-****-****-6539,17000,버거킹,restaurant,서울,2026-01-31 16:21:33,2026-01-31,16,5,토,True,afternoon,False,,
92887cb0,user_00333,normal,4532-****-****-3442,4000,GS25,convenience,제주,2026-01-31 16:21:35,2026-01-31,16,5,토,True,afternoon,False,,
8d95792c,user_00351,normal,4532-****-****-4878,8900,세븐일레븐,convenience,서울,2026-01-31 16:22:57,2026-01-31,16,5,토,True,afternoon,False,,
bf098ded,user_00476,normal,4532-****-****-8612,3300,빽다방,coffee,광주,2026-01-31 16:24:30,2026-01-31,16,5,토,True,afternoon,False,,
c26e2e77,user_00151,normal,4532-****-****-3103,84000,코스트코,supermarket,서울,2026-01-31 16:25:52,2026-01-31,16,5,토,True,afternoon,False,,
d5f05d29,user_00274,premium,4532-****-****-4910,236000,H&M,fashion,경기,2026-01-31 16:26:51,2026-01-31,16,5,토,True,afternoon,False,,
569cbd7d,user_00250,normal,4532-****-****-1936,46000,자라,fashion,경기,2026-01-31 16:26:53,2026-01-31,16,5,토,True,afternoon,False,,
4de6d2ef,user_00208,normal,4532-****-****-4139,31000,코스트코,supermarket,서울,2026-01-31 16:27:17,2026-01-31,16,5,토,True,afternoon,False,,
f2c5c204,user_00287,normal,4532-****-****-4492,175000,이마트,supermarket,경기,2026-01-31 16:28:48,2026-01-31,16,5,토,True,afternoon,False,,
4a3765e5,user_00226,normal,4532-****-****-3724,4500,GS25,convenience,인천,2026-01-31 16:29:03,2026-01-31,16,5,토,True,afternoon,False,,
3e270137,user_00232,normal,4532-****-****-1960,27000,버거킹,restaurant,광주,2026-01-31 16:29:21,2026-01-31,16,5,토,True,afternoon,False,,
55164e63,user_00247,normal,4532-****-****-9883,11000,새마을식당,restaurant,서울,2026-01-31 16:29:44,2026-01-31,16,5,토,True,afternoon,False,,
b6f9db32,user_00445,premium,4532-****-****-2530,32000,배달의민족,delivery,서울,2026-01-31 16:30:04,2026-01-31,16,5,토,True,afternoon,False,,
b51f54e4,user_00181,normal,4532-****-****-2160,5000,메가커피,coffee,경기,2026-01-31 16:30:37,2026-01-31,16,5,토,True,afternoon,False,,
f9f4073f,user_00471,normal,4532-****-****-1822,29000,요기요,delivery,대구,2026-01-31 16:31:18,2026-01-31,16,5,토,True,afternoon,False,,
8043c061,user_00462,normal,4532-****-****-4997,65000,코스트코,supermarket,경기,2026-01-31 16:31:30,2026-01-31,16,5,토,True,afternoon,False,,
1078310b,user_00054,premium,4532-****-****-7227,13000,세븐일레븐,convenience,인천,2026-01-31 16:31:33,2026-01-31,16,5,토,True,afternoon,False,,
43a16efe,user_00273,normal,4532-****-****-6147,39000,배달의민족,delivery,서울,2026-01-31 16:31:46,2026-01-31,16,5,토,True,afternoon,False,,
a7ce1d3d,user_00258,normal,4532-****-****-2312,9900,투썸플레이스,coffee,대구,2026-01-31 16:31:55,2026-01-31,16,5,토,True,afternoon,False,,
1c84c0ce,user_00330,normal,4532-****-****-1158,22000,교촌치킨,restaurant,부산,2026-01-31 16:32:35,2026-01-31,16,5,토,True,afternoon,False,,
dff96beb,user_00006,premium,4532-****-****-2679,653000,네이버쇼핑,online_shopping,제주,2026-01-31 16:32:48,2026-01-31,16,5,토,True,afternoon,False,,
8207ea96,user_00408,normal,4532-****-****-8066,3700,빽다방,coffee,경기,2026-01-31 16:35:40,2026-01-31,16,5,토,True,afternoon,False,,
a8c991c7,user_00346,normal,4532-****-****-5088,3400,빽다방,coffee,경기,2026-01-31 16:36:00,2026-01-31,16,5,토,True,afternoon,False,,
30c254e4,user_00355,normal,4532-****-****-1406,9400,메가커피,coffee,서울,2026-01-31 16:36:13,2026-01-31,16,5,토,True,afternoon,False,,
71d07dd7,user_00134,normal,4532-****-****-9689,4100,메가커피,coffee,인천,2026-01-31 16:36:41,2026-01-31,16,5,토,True,afternoon,False,,
d324a23c,user_00353,normal,4532-****-****-3900,10000,CU,convenience,서울,2026-01-31 16:36:52,2026-01-31,16,5,토,True,afternoon,False,,
d549279a,user_00362,normal,4532-****-****-2771,25000,피자헛,restaurant,서울,2026-01-31 16:37:11,2026-01-31,16,5,토,True,afternoon,False,,
5e52b20a,user_00335,normal,4532-****-****-1590,45000,이마트,supermarket,경기,2026-01-31 16:37:31,2026-01-31,16,5,토,True,afternoon,False,,
421d1d51,user_00112,normal,4532-****-****-2876,5100,스타벅스,coffee,대전,2026-01-31 16:37:34,2026-01-31,16,5,토,True,afternoon,False,,
561de5d8,user_00185,normal,4532-****-****-8953,1475000,삼성스토어,electronics,서울,2026-01-31 16:38:00,2026-01-31,16,5,토,True,afternoon,False,,
9d3cc152,user_00302,normal,4532-****-****-5905,107000,트레이더스,supermarket,부산,2026-01-31 16:38:14,2026-01-31,16,5,토,True,afternoon,False,,
8fb58e83,user_00070,normal,4532-****-****-5422,8000,투썸플레이스,coffee,서울,2026-01-31 16:38:26,2026-01-31,16,5,토,True,afternoon,False,,
8f044ab2,user_00264,normal,4532-****-****-2964,5800,투썸플레이스,coffee,대구,2026-01-31 16:38:26,2026-01-31,16,5,토,True,afternoon,False,,
10a419bb,user_00303,normal,4532-****-****-2697,36000,쿠팡이츠,delivery,경기,2026-01-31 16:39:13,2026-01-31,16,5,토,True,afternoon,False,,
60d81836,user_00116,normal,4532-****-****-2827,301000,유니클로,fashion,서울,2026-01-31 16:40:38,2026-01-31,16,5,토,True,afternoon,False,,
b5b44c7d,user_00011,normal,4532-****-****-1488,1131000,삼성스토어,electronics,경기,2026-01-31 16:41:24,2026-01-31,16,5,토,True,afternoon,False,,
6f48072d,user_00186,normal,4532-****-****-4510,17000,11번가,online_shopping,서울,2026-01-31 16:42:16,2026-01-31,16,5,토,True,afternoon,False,,
e80dcfdc,user_00095,normal,4532-****-****-4593,6000,이디야,coffee,부산,2026-01-31 16:42:50,2026-01-31,16,5,토,True,afternoon,False,,
7fb29c9d,user_00049,normal,4532-****-****-4733,25000,본죽,restaurant,인천,2026-01-31 16:44:22,2026-01-31,16,5,토,True,afternoon,False,,
b945b75c,user_00274,premium,4532-****-****-4910,24000,새마을식당,restaurant,경기,2026-01-31 16:46:29,2026-01-31,16,5,토,True,afternoon,False,,
3a6f2c7f,user_00111,normal,4532-****-****-1188,15000,배달의민족,delivery,부산,2026-01-31 16:48:10,2026-01-31,16,5,토,True,afternoon,False,,
6fdea441,user_00195,premium,4532-****-****-2588,8200,세븐일레븐,convenience,대구,2026-01-31 16:48:57,2026-01-31,16,5,토,True,afternoon,False,,
22d401cd,user_00206,normal,4532-****-****-2790,46000,피자헛,restaurant,경기,2026-01-31 16:50:06,2026-01-31,16,5,토,True,afternoon,False,,
998f9a24,user_00174,vip,4532-****-****-1117,25000,새마을식당,restaurant,서울,2026-01-31 16:50:26,2026-01-31,16,5,토,True,afternoon,False,,
53f72860,user_00184,normal,4532-****-****-5562,23000,배달의민족,delivery,인천,2026-01-31 16:52:28,2026-01-31,16,5,토,True,afternoon,False,,
c5da2f8a,user_00422,normal,4532-****-****-7888,23000,새마을식당,restaurant,서울,2026-01-31 16:52:41,2026-01-31,16,5,토,True,afternoon,False,,
0836afb9,user_00259,normal,4532-****-****-4044,11000,GS25,convenience,부산,2026-01-31 16:55:55,2026-01-31,16,5,토,True,afternoon,False,,
a9b184ae,user_00155,normal,4532-****-****-9645,29000,요기요,delivery,인천,2026-01-31 16:56:01,2026-01-31,16,5,토,True,afternoon,False,,
59498f01,user_00174,vip,4532-****-****-1117,50000,요기요,delivery,서울,2026-01-31 16:58:24,2026-01-31,16,5,토,True,afternoon,False,,
634a434c,user_00350,normal,4532-****-****-3532,7800,미니스톱,convenience,경기,2026-01-31 16:58:24,2026-01-31,16,5,토,True,afternoon,False,,
c2b78faa,user_00033,normal,4532-****-****-7224,6200,투썸플레이스,coffee,경기,2026-01-31 16:58:53,2026-01-31,16,5,토,True,afternoon,False,,
9508092e,user_00102,normal,4532-****-****-3504,40000,쿠팡이츠,delivery,서울,2026-01-31 17:00:04,2026-01-31,17,5,토,True,afternoon,False,,
54901df8,user_00317,normal,4532-****-****-5114,29000,피자헛,restaurant,서울,2026-01-31 17:00:09,2026-01-31,17,5,토,True,afternoon,False,,
a9464702,user_00412,normal,4532-****-****-3041,4200,스타벅스,coffee,경기,2026-01-31 17:00:47,2026-01-31,17,5,토,True,afternoon,False,,
d0c9aaba,user_00426,normal,4532-****-****-7653,106000,트레이더스,supermarket,부산,2026-01-31 17:00:59,2026-01-31,17,5,토,True,afternoon,False,,
7e0c45dc,user_00470,premium,4532-****-****-8611,3857000,롯데하이마트,electronics,인천,2026-01-31 17:02:23,2026-01-31,17,5,토,True,afternoon,False,,
eee24b08,user_00305,premium,4532-****-****-5333,1955000,여기어때,travel,서울,2026-01-31 17:05:16,2026-01-31,17,5,토,True,afternoon,False,,
8a95a14b,user_00297,normal,4532-****-****-8179,20000,쿠팡이츠,delivery,서울,2026-01-31 17:06:49,2026-01-31,17,5,토,True,afternoon,False,,
0df5f28e,user_00450,normal,4532-****-****-3414,112000,트레이더스,supermarket,인천,2026-01-31 17:07:15,2026-01-31,17,5,토,True,afternoon,False,,
f8fa16da,user_00460,normal,4532-****-****-9099,5600,메가커피,coffee,인천,2026-01-31 17:07:55,2026-01-31,17,5,토,True,afternoon,False,,
49c064bd,user_00094,normal,4532-****-****-6930,63000,쿠팡이츠,delivery,경기,2026-01-31 17:08:09,2026-01-31,17,5,토,True,afternoon,False,,
379272d6,user_00202,normal,4532-****-****-2612,268000,H&M,fashion,서울,2026-01-31 17:09:30,2026-01-31,17,5,토,True,afternoon,False,,
c26fe493,user_00143,normal,4532-****-****-1949,36000,11번가,online_shopping,부산,2026-01-31 17:10:21,2026-01-31,17,5,토,True,afternoon,False,,
af8f3b0c,user_00175,normal,4532-****-****-2163,32000,본죽,restaurant,인천,2026-01-31 17:10:39,2026-01-31,17,5,토,True,afternoon,False,,
3a46fe8a,user_00069,normal,4532-****-****-7216,393000,H&M,fashion,부산,2026-01-31 17:11:10,2026-01-31,17,5,토,True,afternoon,False,,
836f3b37,user_00265,premium,4532-****-****-5033,12000,미니스톱,convenience,경기,2026-01-31 17:11:23,2026-01-31,17,5,토,True,afternoon,False,,
7ab37a8c,user_00037,normal,4532-****-****-5333,9900,GS25,convenience,서울,2026-01-31 17:11:41,2026-01-31,17,5,토,True,afternoon,False,,
161da80a,user_00091,normal,4532-****-****-5304,4600,투썸플레이스,coffee,제주,2026-01-31 17:11:55,2026-01-31,17,5,토,True,afternoon,False,,
f49f5493,user_00229,normal,4532-****-****-8886,322000,11번가,online_shopping,서울,2026-01-31 17:12:06,2026-01-31,17,5,토,True,afternoon,False,,
2df11a47,user_00385,normal,4532-****-****-1452,7900,빽다방,coffee,경기,2026-01-31 17:13:04,2026-01-31,17,5,토,True,afternoon,False,,
06abab89,user_00246,premium,4532-****-****-1958,32000,한신포차,restaurant,경기,2026-01-31 17:13:24,2026-01-31,17,5,토,True,afternoon,False,,
4d2ebe2b,user_00469,normal,4532-****-****-9486,16000,이마트24,convenience,대구,2026-01-31 17:14:59,2026-01-31,17,5,토,True,afternoon,False,,
6673b203,user_00052,normal,4532-****-****-4814,32000,배달의민족,delivery,서울,2026-01-31 17:15:03,2026-01-31,17,5,토,True,afternoon,False,,
5160dc60,user_00041,premium,4532-****-****-3045,33000,나이키,fashion,경기,2026-01-31 17:15:47,2026-01-31,17,5,토,True,afternoon,False,,
5f7cb43d,user_00438,normal,4532-****-****-9375,6600,맥도날드,restaurant,서울,2026-01-31 17:15:59,2026-01-31,17,5,토,True,afternoon,False,,
a9a2d935,user_00197,normal,4532-****-****-6804,116000,네이버쇼핑,online_shopping,경기,2026-01-31 17:16:43,2026-01-31,17,5,토,True,afternoon,False,,
74a2e0c6,user_00142,normal,4532-****-****-4923,6300,이디야,coffee,울산,2026-01-31 17:18:13,2026-01-31,17,5,토,True,afternoon,False,,
d836d815,user_00252,premium,4532-****-****-8811,3400,투썸플레이스,coffee,광주,2026-01-31 17:19:12,2026-01-31,17,5,토,True,afternoon,False,,
d5e308e7,user_00079,premium,4532-****-****-2084,168000,코스트코,supermarket,대구,2026-01-31 17:19:58,2026-01-31,17,5,토,True,afternoon,False,,
2ffd63d0,user_00034,normal,4532-****-****-2584,5600,이마트24,convenience,경기,2026-01-31 17:20:22,2026-01-31,17,5,토,True,afternoon,False,,
9f963574,user_00102,normal,4532-****-****-3504,7700,CU,convenience,서울,2026-01-31 17:21:06,2026-01-31,17,5,토,True,afternoon,False,,
4a253910,user_00444,normal,4532-****-****-6491,12000,이디야,coffee,인천,2026-01-31 17:22:22,2026-01-31,17,5,토,True,afternoon,False,,
4366f802,user_00325,normal,4532-****-****-3143,26000,새마을식당,restaurant,경기,2026-01-31 17:23:30,2026-01-31,17,5,토,True,afternoon,False,,
919022dc,user_00079,premium,4532-****-****-2084,145000,트레이더스,supermarket,대구,2026-01-31 17:24:04,2026-01-31,17,5,토,True,afternoon,False,,
a600972c,user_00305,premium,4532-****-****-5333,227000,자라,fashion,서울,2026-01-31 17:27:05,2026-01-31,17,5,토,True,afternoon,False,,
40def38f,user_00094,normal,4532-****-****-6930,5600,미니스톱,convenience,경기,2026-01-31 17:27:10,2026-01-31,17,5,토,True,afternoon,False,,
73e2a350,user_00018,vip,4532-****-****-9928,12000,맥도날드,restaurant,울산,2026-01-31 17:27:30,2026-01-31,17,5,토,True,afternoon,False,,
b09b95e7,user_00075,normal,4532-****-****-1525,14000,한신포차,restaurant,서울,2026-01-31 17:27:37,2026-01-31,17,5,토,True,afternoon,False,,
18787695,user_00419,vip,4532-****-****-5844,15000,한신포차,restaurant,인천,2026-01-31 17:29:12,2026-01-31,17,5,토,True,afternoon,False,,
f9b705c6,user_00018,vip,4532-****-****-9928,17000,피자헛,restaurant,울산,2026-01-31 17:29:44,2026-01-31,17,5,토,True,afternoon,False,,
47685882,user_00074,normal,4532-****-****-4752,18798000,구찌,luxury,경기,2026-01-31 17:30:07,2026-01-31,17,5,토,True,afternoon,False,,
606863a0,user_00089,premium,4532-****-****-5040,1900,세븐일레븐,convenience,경기,2026-01-31 17:30:19,2026-01-31,17,5,토,True,afternoon,False,,
0c1795e7,user_00097,normal,4532-****-****-9348,6900,투썸플레이스,coffee,제주,2026-01-31 17:30:33,2026-01-31,17,5,토,True,afternoon,False,,
528003b5,user_00418,normal,4532-****-****-7592,69000,네이버쇼핑,online_shopping,대전,2026-01-31 17:30:48,2026-01-31,17,5,토,True,afternoon,False,,
9b96dde8,user_00456,normal,4532-****-****-8461,7200,미니스톱,convenience,서울,2026-01-31 17:31:21,2026-01-31,17,5,토,True,afternoon,False,,
94371a54,user_00387,normal,4532-****-****-5279,4100,빽다방,coffee,경기,2026-01-31 17:31:24,2026-01-31,17,5,토,True,afternoon,False,,
bdb2f081,user_00135,vip,4532-****-****-1009,18000,미니스톱,convenience,인천,2026-01-31 17:32:33,2026-01-31,17,5,토,True,afternoon,False,,
a7f742b8,user_00484,premium,4532-****-****-3607,42000,미니스톱,convenience,대구,2026-01-31 17:34:13,2026-01-31,17,5,토,True,afternoon,False,,
6dd73fb1,user_00451,normal,4532-****-****-1400,5000,한신포차,restaurant,서울,2026-01-31 17:34:31,2026-01-31,17,5,토,True,afternoon,False,,
71d600a3,user_00313,normal,4532-****-****-4335,48000,쿠팡이츠,delivery,경기,2026-01-31 17:35:55,2026-01-31,17,5,토,True,afternoon,False,,
9b798b99,user_00087,normal,4532-****-****-5339,14000,메가커피,coffee,광주,2026-01-31 17:36:32,2026-01-31,17,5,토,True,afternoon,False,,
eea6c9ca,user_00173,normal,4532-****-****-4608,222000,11번가,online_shopping,경기,2026-01-31 17:36:35,2026-01-31,17,5,토,True,afternoon,False,,
25728e10,user_00334,normal,4532-****-****-9938,14000,본죽,restaurant,경기,2026-01-31 17:36:41,2026-01-31,17,5,토,True,afternoon,False,,
33618dbf,user_00343,normal,4532-****-****-1653,8221000,루이비통,luxury,인천,2026-01-31 17:37:03,2026-01-31,17,5,토,True,afternoon,False,,
ba4e1d75,user_00304,normal,4532-****-****-3200,26000,교촌치킨,restaurant,서울,2026-01-31 17:37:17,2026-01-31,17,5,토,True,afternoon,False,,
f942380d,user_00403,normal,4532-****-****-1027,273000,트레이더스,supermarket,제주,2026-01-31 17:38:00,2026-01-31,17,5,토,True,afternoon,False,,
30058872,user_00292,normal,4532-****-****-2127,68000,무신사,online_shopping,경기,2026-01-31 17:38:15,2026-01-31,17,5,토,True,afternoon,False,,
da31dba2,user_00479,normal,4532-****-****-8251,4100,이디야,coffee,경기,2026-01-31 17:38:44,2026-01-31,17,5,토,True,afternoon,False,,
cabd5cd9,user_00057,normal,4532-****-****-6977,335000,자라,fashion,서울,2026-01-31 17:39:53,2026-01-31,17,5,토,True,afternoon,False,,
1963c902,user_00314,normal,4532-****-****-5325,43000,쿠팡이츠,delivery,인천,2026-01-31 17:40:06,2026-01-31,17,5,토,True,afternoon,False,,
90aa134c,user_00140,normal,4532-****-****-6947,2100,이마트24,convenience,부산,2026-01-31 17:40:20,2026-01-31,17,5,토,True,afternoon,False,,
e1c20136,user_00089,premium,4532-****-****-5040,4300,메가커피,coffee,경기,2026-01-31 17:41:52,2026-01-31,17,5,토,True,afternoon,False,,
6a906ffe,user_00479,normal,4532-****-****-8251,10000,이디야,coffee,경기,2026-01-31 17:42:14,2026-01-31,17,5,토,True,afternoon,False,,
375a0a52,user_00350,normal,4532-****-****-3532,2472000,하이마트,electronics,경기,2026-01-31 17:42:50,2026-01-31,17,5,토,True,afternoon,False,,
a0d5b6f7,user_00169,normal,4532-****-****-2049,62000,트레이더스,supermarket,경기,2026-01-31 17:44:11,2026-01-31,17,5,토,True,afternoon,False,,
6f5d2402,user_00401,premium,4532-****-****-1727,59000,나이키,fashion,대구,2026-01-31 17:44:11,2026-01-31,17,5,토,True,afternoon,False,,
8a835053,user_00304,normal,4532-****-****-3200,42000,롯데마트,supermarket,서울,2026-01-31 17:44:37,2026-01-31,17,5,토,True,afternoon,False,,
79e86f3c,user_00210,normal,4532-****-****-9786,52000,트레이더스,supermarket,경기,2026-01-31 17:44:48,2026-01-31,17,5,토,True,afternoon,False,,
b733fcff,user_00384,normal,4532-****-****-6425,19000,요기요,delivery,제주,2026-01-31 17:45:30,2026-01-31,17,5,토,True,afternoon,False,,
c8ab6b6c,user_00228,normal,4532-****-****-8956,16000,배달의민족,delivery,경기,2026-01-31 17:45:43,2026-01-31,17,5,토,True,afternoon,False,,
03ffe599,user_00156,normal,4532-****-****-7932,6300,미니스톱,convenience,광주,2026-01-31 17:48:02,2026-01-31,17,5,토,True,afternoon,False,,
e66a4544,user_00193,premium,4532-****-****-4119,206000,SSG닷컴,online_shopping,경기,2026-01-31 17:48:24,2026-01-31,17,5,토,True,afternoon,False,,
332a1276,user_00042,normal,4532-****-****-7201,6500,메가커피,coffee,경기,2026-01-31 17:48:45,2026-01-31,17,5,토,True,afternoon,False,,
0d01443a,user_00040,normal,4532-****-****-9785,17000,요기요,delivery,제주,2026-01-31 17:49:19,2026-01-31,17,5,토,True,afternoon,False,,
cf01aa77,user_00465,normal,4532-****-****-2746,4800,투썸플레이스,coffee,서울,2026-01-31 17:50:51,2026-01-31,17,5,토,True,afternoon,False,,
